ssid,logs
O.CCC1C(N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,-3.91
CC(C)=O.c1cc2ccc3cccc4ccc(c1)c2c34,-0.42
CC(C)=O.C/C=C/C(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.66
CC(C)=O.C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,-0.94
O.Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-4.21
O.NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,-1.28
CCO.O=Cc1ccc2c(c1)OCO2,0.82
CC(C)=O.C=C[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,-1.23
CC(C)=O.N#CSC=CSC#N,-0.04
O.CC1=Nc2ccccc2N=C(C)C1,-1.37
CCO.C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,-1.64
O.Cc1ccc2ccccc2c1[N+](=O)[O-],-4.27
CCO.CCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.59
O.COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,-2.60
CCO.O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,0.33
CC(C)=O.C#CCSC[C@H](N)C(=O)O,-3.09
O.CCN(CC)C(=O)SCc1ccc(Cl)cc1,-3.93
CCO.CN(C)c1ccc(C(C#N)(c2ccccc2)c2ccc(N(C)C)cc2)cc1,-2.51
O.CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,-2.15
CCO.O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,-2.07
c1ccccc1.c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-2.03
CCO.O=C(O)CCCCC(=O)O,-0.22
CCO.CCCCCCCCCCCCCCCCCC(=O)O,-0.60
O.O=CNc1ccccc1,-0.68
CCO.O=[N+]([O-])c1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-2.94
CCO.c1ccc(CSSCc2ccccc2)cc1,-1.49
CCO.c1ccc2c(c1)Cc1ccccc1-2,-0.86
CCO.O=C(O)CCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)OCc1ccccc1,-1.75
CCO.O=C(C1CCC1)N(O)C1CCCCC1,-0.12
CCO.CCC(C)C1(CC)C(=O)NC(=O)NC1=O,-0.40
O.O=NN(c1ccccc1)c1ccccc1,-3.75
CCO.CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-2.44
CCO.CC(=O)Nc1cccc(C(=O)O)c1,-1.21
CCO.O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)cc(O)c12,-0.90
c1ccccc1.O=C(O)CCCCCCCC(=O)O,-3.37
O.CC(C)C(C)(C)O,-0.41
O.CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53
CCO.CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,-1.73
CC(C)=O.O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,-1.70
CC(C)=O.O=P1(c2cc(O)ccc2O)Oc2ccccc2-c2ccccc21,-1.61
CC(C)=O.CN(C)c1ccc(NC(=O)N(C=O)c2ccc(N(C)C)cc2)cc1,-1.68
CCO.O=C(Oc1ccccc1)c1ccccc1O,0.34
O.CC(C)CO,0.04
CC(C)=O.CC(=O)N[C@H](C(=O)O)C(C)C,-0.46
O.O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,-4.59
CCO.NC(=O)NC(=O)Oc1ccccc1Cl,-2.04
c1ccccc1.O=C(OC(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,-1.59
CC(C)=O.CC(=O)Nc1ccc(C(=O)O)cc1,-1.29
CCO.C[N+](C)(C)CC(=O)[O-],-0.24
CCO.CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,-2.04
c1ccccc1.O=C(O)C1c2ccccc2Cc2ccccc21,-1.87
c1ccccc1.c1ccc(C2OCC3(CO2)COC(c2ccccc2)OC3)cc1,-0.72
O.CCC[N+](=O)[O-],-0.80
O.Clc1ccc(-c2c(Cl)cc(Cl)cc2Cl)cc1,-6.94
O.C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-3.98
O.Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,-8.86
O.CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,-6.70
CCO.Cc1ccc(S(=O)(=O)O)cc1,-1.34
c1ccccc1.N#CC(C#N)=NNc1ccccc1,-0.31
CCO.c1ccc(C2SC(c3ccccc3)SC(c3ccccc3)S2)cc1,-3.06
O.NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,-1.65
CCO.Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,-2.92
O.O=c1[nH]c2cc(Cl)ccc2o1,-2.78
CCO.CCC1(CCO)C(=O)NC(=S)NC1=O,-0.56
CCO.O=C(O)CCNC(=O)Nc1cccc2ccccc12,-2.12
c1ccccc1.c1ccc(C2(OC3(c4ccccc4)c4ccccc4-c4ccccc43)c3ccccc3-c3ccccc32)cc1,-0.57
O.CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.34
CCO.O=P(c1ccccc1)(c1ccccc1)c1cc(O)ccc1O,-0.96
CC(C)=O.COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)CC(=O)[C@H]12,-1.74
CCO.Cc1ccc([N+](=O)[O-])cc1,-0.14
CC(C)=O.O=C(O)[C@H]1[C@@H](c2ccccc2)[C@H](c2ccccc2)[C@H]1C(=O)O,-1.21
CCO.O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,-3.03
O.O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CO,-4.47
CC(C)=O.O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,-0.58
O.CCCC(C)=O,-0.19
O.c1ccc2c(c1)ccc1ccccc12,-5.26
O.COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,-5.24
O.CCCCCCCCCC(=O)OC,-4.63
CCO.O=C(O)CN1C(=O)N(c2ccccc2)C(=O)C1Cc1ccccc1,0.19
CC(C)=O.CC(=O)Oc1ccc(-c2cc(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3o2)cc1,-1.90
c1ccccc1.O=C(O)c1ccco1,-0.97
c1ccccc1.O=C(Oc1ccccc1)c1ccccc1O,0.56
CCO.O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccc(O)cc1,-0.76
CCO.C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43C)[C@@H]1C[C@@H](F)C2=O,-1.99
c1ccccc1.c1ccc2c(c1)[nH]c1ccccc12,-1.44
CCO.Cc1cc(C)cc(C=O)c1,0.87
CC(C)=O.CS(=O)(=O)c1ccc(C=O)cc1,-1.33
O.O=C1CCCCCN1C(=O)c1ccccc1,-2.17
CCO.O=C(O)/C=C/C=C/C(=O)O,-2.00
CCO.Cc1c(N)cc(C(C)C)cc1N,-1.44
O.CCOC(C)OCC,-0.43
c1ccccc1.CC(=O)c1ccc(N=Nc2cc(Cl)ccc2O)cc1,-1.09
O.Cc1ccccc1[N+](=O)[O-],-2.32
O.CCCCCCCCCCCCCCCCO,-7.26
CCO.CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,-0.73
CC(C)=O.CC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.67
CC(C)=O.Cc1ccc2[nH]c3c(c2c1)CCCC3=O,-0.98
O.Clc1ccccc1,-2.39
c1ccccc1.CCC[C@H]1CC2=C(C[C@@H](CC)CC3=C1C(=O)OC3=O)C(=O)OC2=O,-0.65
c1ccccc1.C[C@H](O)[C@H](NC(=O)c1ccccc1)C(=O)O,-0.65
CC(C)=O.O=C1OC(=O)C2c3ccccc3C1c1ccccc12,-1.10
O.Cc1ccc(S(N)(=O)=O)cc1,-1.74
CCO.CCCC(C)CC1(CCO)C(=O)NC(=S)NC1=O,-0.84
O.CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,-7.34
O.Cc1c2ccccc2c(C)c2ccccc12,-6.57
CCO.COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O,-0.88
O.Cc1ccc2c(ccc3ccccc32)c1,-5.84
O.Nc1cc2c3ccccc3ccc2c2ccccc12,-6.20
CC(C)=O.CN(C(N)=O)c1ccccc1,0.29
O.Cc1ccnc(C)c1,0.38
CC(C)=O.c1ccc(P(c2ccccc2)c2ccccc2)cc1,0.08
O.Cc1ccc(O)cc1,-0.70
O.NC(=O)c1cccnc1,0.61
c1ccccc1.O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,-0.72
CCO.CC(C)(CO)[C@H](O)C(=O)NCCC(=O)NCCSC(=O)c1cccc2ccccc12,-0.88
O.COc1ccc2c(c1)[nH]c1c(C)nccc12,-4.48
c1ccccc1.CCC1=CC(N=Nc2ccccc2O)(c2ccccc2)C(O)C=C1,0.97
CCO.CCCCNC(=O)C(c1cc2ccccc2c2ccccc12)N(Cc1ccco1)C(=O)Cc1ccccc1,-2.00
O.Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-5.43
CC(C)=O.CC1(C)C2CCC1(CBr)C(=O)C2Br,-0.27
CC(C)=O.CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,-0.05
O.Clc1ccc(-c2ccccc2Cl)cc1,-5.28
CC(C)=O.Cl[C@H]1c2ccccc2[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,-0.25
O.Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,-1.30
CCO.CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,-3.69
O.OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,-3.37
CCO.O=C(OCOC(=O)c1ccccc1)c1ccccc1,-1.11
CCO.CC(C)=CC(O)C(Cl)(Cl)Cl,0.40
O.C1CCOCC1,-0.03
O.O=[N+]([O-])c1ccc(O)cc1,-0.74
CC(C)=O.O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,-0.94
CCO.CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,-2.83
CCO.O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,-2.48
O.O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,-3.79
CC(C)=O.CN1C(=O)N(C)C2C1N(C)C(=O)N2C,-0.93
O.CC(C)C(C)C(C)C,-4.80
CC(C)=O.COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,-1.42
O.Brc1ccc2ccccc2c1,-4.40
O.O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,-3.36
CC(C)=O.Nc1ccccn1,0.85
c1ccccc1.CCCCCCCCCCC(C(=O)O)C(=O)O,-3.63
O.Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,-9.95
CCO.Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],-2.79
O.CO,1.57
CCO.O=S(=O)(CCCl)CCCl,-0.43
CC(C)=O.Oc1c(Cl)cc(Cl)c2cccnc12,-1.33
c1ccccc1.CCOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],0.22
c1ccccc1.O=C1C(=Cc2ccc(O)cc2)CCC1=Cc1ccc(O)cc1,-3.47
c1ccccc1.Cc1cccc(N=Nc2ccc(O)cc2)c1,-0.89
c1ccccc1.CC/C(=C\C(=O)O)c1ccccc1,0.34
CCO.CC1(C)CC(O)CC(C)(C)N1,0.36
O.Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,-11.52
CCO.CN(C)c1ccc(C(=Nc2ccccc2N)c2ccc(N(C)C)cc2)cc1,-2.35
CCO.CCC1(c2ccccc2)C(O)=NC(=O)N=C1O,0.70
CCO.O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1-c1ccccc1,-0.39
O.CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.86
O.NC(N)=NS(=O)(=O)c1ccc(N)cc1,-1.98
O.CNC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,-5.41
O.Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,-7.92
CCO.Cc1ccccc1S(=O)(=O)NNC(=O)C(O)(c1ccccc1)c1ccccc1,-0.31
CCO.CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,-1.18
c1ccccc1.COc1c([N+](=O)[O-])c([N+](=O)[O-])cc([N+](=O)[O-])c1[N+](=O)[O-],-1.33
O.COC(=O)C(C)NC(=O)COC(=O)CC1=CC=CC=CC1NC1=C(Cl)CC=CC=C1Cl,-1.45
CC(C)=O.CCOc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-1.44
c1ccccc1.CCCCC/C=C\C(N)=O,0.34
O.CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,-2.82
CCO.O=C(O)c1cccc2nc3ccccc3nc12,-2.19
CC(C)=O.CCC12SC3S[C@H](S1)S[C@](CC)(S3)S2,-2.18
CC(C)=O.c1ccc2c(c1)OCCOCCOCCOc1ccccc1OCCOCCOCCO2,-1.50
CC(C)=O.C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,-1.69
CC(C)=O.C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)nc32)CC1,-2.67
O.CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-4.68
CC(C)=O.O=C(Nc1ccc(NC(=O)c2cnccn2)cc1)c1cnccn1,-3.51
c1ccccc1.Cc1ncc([N+](=O)[O-])n1CCO,-0.19
CCO.C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,0.60
O.NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,-2.92
CCO.CCC1(CC)C(=O)NC(=S)NC1=O,-0.01
O.NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,-3.02
O.COc1ccc([N+](=O)[O-])cc1,-2.41
CC(C)=O.CC12CCC(C(Br)C1=O)C2(C)CBr,-0.71
CC(C)=O.COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,-0.47
O.CC#N,0.26
CC(C)=O.O=C1OC(=O)c2ccccc21,0.25
O.CC[N+](=O)[O-],-0.22
O.O=C(O)C(=O)O,0.38
O.COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,-2.54
CC(C)=O.CO/N=C(/C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,0.09
CCO.CCCC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1,-2.06
CCO.C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,-1.39
c1ccccc1.O=C1c2ccccc2-c2c3ccccc3c3c4c(c5ccccc5c1c24)-c1ccccc1C3=O,-3.84
CCO.CC1CCCCC1OC(=O)NC(N)=O,-1.44
O.Cc1cc(C(=O)NNCc2ccccc2)no1,-2.46
CCO.CCCCCCCCCCCCCCCC(=O)OCc1ccccc1,-1.12
CCO.CCC(=O)NNC(=O)CC,0.15
CCO.CN(C)CCn1nnnc1S,-2.98
CC(C)=O.CC1(C)CC(/C=C/c2ccc(O)cc2)=CC(=C(C#N)C#N)C1,-0.15
CCO.CCCC(CCC)(C(=O)NO)c1ccccc1,0.00
CC(C)=O.c1ccc(C2SC(c3ccccc3)SC(c3ccccc3)S2)cc1,-1.63
c1ccccc1.COc1cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1OC,-0.92
O.C=C(C)C(=O)OC,-0.80
O.NS(=O)(=O)c1cc2c(s1)SCCC2=O,-3.55
c1ccccc1.CCC1CCCCC1OC(=O)c1ccccc1C(=O)O,-0.16
CCO.O=C(O)c1ccc2nn[nH]c2c1,-1.48
c1ccccc1.CC(=O)Nc1ccccc1,-1.07
O.CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc(S(C)=O)cc1,-2.38
O.C=C(CC(=O)O)C(=O)O,-0.22
CC(C)=O.O=C1COCCO1,0.96
O.Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,-7.32
CCO.CC1(C)CC(/C=C/c2ccc(O)cc2)=CC(=C(C#N)C#N)C1,-2.20
O.O=[N+]([O-])c1cccc([N+](=O)[O-])c1,-2.29
CC(C)=O.CCCCCCCCCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.75
c1ccccc1.CCOCN1C(=O)c2ccccc2C1=O,-2.91
O.CN(C)C(=O)NC1CC2CC1C1CCCC21,-3.01
c1ccccc1.O=C1CCC(=O)N1,-2.17
CCO.O=P(CCCO)(CCCO)CCCO,-0.41
CCO.Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,-1.52
CC(C)=O.CN(C)c1ccc([N+](=O)[O-])cc1,-1.72
c1ccccc1.O=[N+]([O-])c1cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1,-1.11
O.CN(CC(N)=O)C(=O)COC(=O)c1ccccc1,-0.92
CC(C)=O.O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,-1.63
CC(C)=O.Nc1cc(Cl)ccc1Nc1ccccc1,0.33
O.CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,-4.12
O.c1ccc2c(c1)-c1cccc3cccc-2c13,-5.95
O.O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,-2.63
c1ccccc1.COc1cccc(C=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,-2.99
c1ccccc1.CC(C(=O)O)C(=O)O,-3.65
O.CCOc1ccc(C(=O)OCCN(CC)CC)cc1,-2.71
O.O=c1nc(-c2ccccc2)oc2ccccc12,-4.61
O.c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.49
CCO.O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1Cl,-2.15
CC(C)=O.CCCCC(NC(C)=O)C(=O)O,0.13
c1ccccc1.Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-1.46
c1ccccc1.O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,-1.82
O.CCCCCCCCCCCCCCCCCC(=O)O,-5.68
CCO.CCCCCCCOC(=O)NC(N)=O,-1.70
CCO.[N-]=[N+]=NC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-2.85
CCO.CC(C)(C)c1ccc(C(=O)NN)cc1,0.14
c1ccccc1.O=C(O)c1cccc(O)c1,-3.19
CC(C)=O.N#CSCCSC#N,-0.05
CCO.O=C(NNS(=O)(=O)c1ccccc1)C(O)(c1ccccc1)c1ccccc1,-0.71
c1ccccc1.O=P(c1ccccc1)(c1ccccc1)c1ccccc1,-0.04
CCO.O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,-2.22
O.CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-2.15
CC(C)=O.C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,-1.95
CC(C)=O.O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,-1.60
CCO.CC(C)COC(=O)[C@@H](O)[C@H](O)C(=O)OCC(C)C,0.24
O.CC(=O)C(C)C,-0.12
CC(C)=O.CC(Oc1cccc2ccccc12)C(N)=O,-1.09
CC(C)=O.c1ccc2c(-c3cccc4ccccc34)cccc2c1,-1.19
O.O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0.24
CC(C)=O.CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,-0.67
CCO.Nc1cccnc1,0.89
c1ccccc1.CCC(C(=O)O)C(=O)O,-3.00
c1ccccc1.CCCCCCCCCCCC(=O)O,0.91
CC(C)=O.Nc1cc(Cl)ccc1Nc1cccc(Cl)c1,-0.14
O.c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.03
c1ccccc1.O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,-0.52
c1ccccc1.CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,0.12
CC(C)=O.NC(=O)N1c2ccccc2C=Cc2ccccc21,-1.17
O.CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,-8.60
CCO.Nc1ccc2c(c1)C(O)c1cc(Br)ccc1-2,-1.92
O.OC(O)C(Cl)(Cl)Cl,0.72
CCO.O=[N+]([O-])c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)c2ccccc12,-2.61
O.O=C(O)Cc1ccc(O)cc1,-0.94
CCO.O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,-0.18
CC(C)=O.IC(I)I,-0.52
CC(C)=O.CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,-0.83
CCO.CCN(CC)CCNC(=O)c1ccc(NC(=O)CCC(=O)O)cc1,-2.04
O.Cc1ccccc1O,-0.62
O.CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61
O.c1cc2ccc3cccc4ccc(c1)c2c34,-6.17
CCO.O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0.21
CC(C)=O.CCOc1ccc([N+](=O)[O-])cc1/C=N/NC(N)=O,-2.03
c1ccccc1.O=C(O)C(O)(CCl)c1ccccc1,-1.77
CCO.Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,-1.85
O.COc1ccc([N+](=O)[O-])cc1N,-3.17
O.CCCCCCCCl,-3.99
c1ccccc1.CC1(C)[C@@H]2CC[C@@]1(C)[C@H](N=C=O)C2,-1.02
O.CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.07
CC(C)=O.Clc1cc(Cl)cc(Cl)c1,0.19
O.NS(=O)(=O)c1ccccc1,-1.56
CCO.O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,-0.96
CCO.C[C@H]1C[C@@](C)(O)C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1=O,-0.30
c1ccccc1.[N-]=[N+]=NC(=O)c1ccccc1,0.77
c1ccccc1.COCN1C(=O)c2ccccc2C1=O,-0.36
CCO.CC(C)C1CCC(C)C(OC(=O)NC(N)=O)C1,-2.03
O.C/N=C(\NC#N)NCCSCc1nc[nH]c1C,-1.40
CCO.C[C@@H]1CCC[C@@H](NC(=O)c2ccc3ccccc3c2)C1,-0.30
c1ccccc1.NC(=O)C(O)c1ccccc1Cl,-1.88
CCO.NC(=O)c1cccnc1,-0.10
CCO.O=C(O)CCC(=O)C(=O)O,0.48
O.Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76
c1ccccc1.O=[N+]([O-])c1ccccc1N=Nc1ccc(O)cc1,-0.59
c1ccccc1.CN(C)c1ccc(C(=Nc2ccc(N)cc2)c2ccc(N(C)C)cc2)cc1,-1.36
O.Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,-11.22
CC(C)=O.CC(=O)N[C@@H](CCC(=O)O)C(=O)O,-1.95
O.CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,-1.01
CCO.COc1ccccc1NC(Nc1ccccc1OC)C(Cl)(Cl)Cl,-1.18
O.C1CNCCN1,1.07
CC(C)=O.O=Cc1ccc(C(=O)O)cc1,-1.11
CCO.CCCCCCCC[C@@H]([C@@H](O)CCCCCCCCCCCC(=O)O)[N+](=O)[O-],-0.05
O.O=C(O)c1ccc2ncccc2c1,-0.04
c1ccccc1.CCOC(=O)C(C)(N=[N+]=[N-])C(C)=NNC(N)=O,0.14
CC(C)=O.c1ccc2c(c1)OP1(=NP3(=NP4(=N1)Oc1ccccc1O4)Oc1ccccc1O3)O2,-2.36
O.CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,-3.94
O.CCCc1cc(=O)[nH]c(=S)[nH]1,-2.15
CC(C)=O.CSCC[C@H](NC(C)=O)C(=O)O,0.19
O.CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-4.87
O.CC(O)CN(CC(C)O)C(=O)COC(=O)c1ccccc1,-1.18
CCO.C1CC2CC(C1)NC1CC(NC3CCCC(N3)NC3CC(N2)C2CCCCC32)C2CCCCC12,-2.76
CCO.CCCCCCCCC/C=C/C(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.44
CCO.OC(c1ccccc1)(c1ccccc1Cl)C(O)(c1ccccc1)c1ccccc1Cl,-3.26
O.NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,-3.67
O.Nc1ccc(S(N)(=O)=O)cc1,-1.39
CCO.CC(C)(C)OC(=O)NCC(=O)O,0.61
CC(C)=O.CN(C)c1ccc2c(c1)S(=O)(=O)c1c(cc([N+](=O)[O-])c(N(C)[N+](=O)[O-])c1[N+](=O)[O-])N2,-2.64
CCO.OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-2.89
CCO.CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],-1.83
O.N#CCCN(CCC#N)CC(=O)O,0.46
O.NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,-2.65
O.Cn1ccccc1=O,0.96
CC(C)=O.CC1(C)[C@H](C(=O)O)CC[C@@]1(C)C(N)=O,-0.50
CC(C)=O.N#CCCN(CCC#N)[C@@H](Cc1ccc(O)cc1)C(=O)O,0.18
c1ccccc1.O=[N+]([O-])c1ccc(CCl)cc1,-0.42
O.OC(c1ccccc1)(c1ccccc1)C1CCNCC1,-1.39
CCO.Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,-3.77
CC(C)=O.CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,-0.07
O.O=[N+]([O-])c1ccc(Cl)c(Cl)c1,-3.20
